Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,평소의 장난스러운 얼굴과는 다르게 루의 얼굴이 사뭇 진지해졌다.,3_3,6,-,-,-
Ru,-,-,걸으면서… 내 얘기하나만... 들어줄래?,3_3,6,-,-,-
Narration,-,-,무슨 일이지… 한 번 들어보자.,3_3,6,-,-,-
Player,-,-,"루가 오늘 여기저기 안내도 해줬는데, 당연히 들어줘야지.",3_3,6,-,-,-
Ru,-,-,정말? 고마워…,3_3,6,-,-,-
Ru,-,-,혹시 말이야…,3_3,6,-,-,-
Ru,-,-,전생자인 네가 봤을 때.,3_3,6,-,-,-
Ru,-,-,쓸모없는 재능을 가진 사람을 보면... 어떤 생각이 들어?,3_3,6,-,-,-
Ru,-,-,바보 같다거나… 어이없다거나…,3_3,6,-,-,-
Ru,-,-,그런 생각이 들기도 해?,3_3,6,-,-,-
Player,-,-,갑자기... 그게 무슨 소리야?,3_3,6,-,-,-
Player,-,-,혹시… 네 얘기야?,3_3,6,-,-,-
Ru,-,-,맞아. 나도 가지고 태어난 천재성이 있는데…,3_3,6,-,-,-
Ru,-,-,뭐냐면... 남의 천재성을 알아볼 수 있는 재능이야.,3_3,6,-,-,-
Ru,-,-,하지만 여기 있는 모두는 태어나자마자 각자의 천재성을 알게 되니까…,3_3,6,-,-,-
Ru,-,-,내 천재성은... 아무런 쓸모가 없어.,3_3,6,-,-,-
Ru,-,-,사실 내가 특별하게 직업을 가지지 않고 있는 이유도 그거야.,3_3,6,-,-,-
Ru,-,-,보통은… 각 직업과 관련된 천재성을 가진 사람들이 뽑히고…,3_3,6,-,-,-
Ru,-,-,지금 하고 있는 편의점 알바도 겨우겨우 얻은 일자리거든.,3_3,6,-,-,-
Ru,-,-,이런 내 고민이… 너에게는 어떻게 보여?,3_3,6,-,-,-
Narration,s,-,,3_3,6,-,-,-
Ru,a,루의 귀여움이 재능 아닐까?,어…? 귀… 귀여움이 재능이라고?,3_4,6,-,-,0
Ru,a,-,그… 그게 무슨 소리야!,3_4,6,-,-,-
Player,b,너의 재능이 쓸모없다고 생각하지 마., 단지… 루의 재능을 제대로 쓸 수 있는 곳을 아직 못 찾은 거야.,3_3,6,-,-,1
Player,b,-,모든 재능은 어딘가에서 반드시 빛날 수 있어.,3_3,6,-,-,-
Player,b,-,난 아직 루가 그걸 찾아가는 중이라고 생각해.,3_3,6,-,-,-
Ru,b,-,그런 말… 처음 들어봐…,3_3,6,-,-,-
Ru,b,-,항상 난... 그냥 이상한 능력이라고만 생각했거든…,3_3,6,-,-,-
Ru,b,-,"고마워, 진심으로.",3_2,6,-,-,-
Ru,c,확실히 뭔가 애매한 천재성이네…, 역시… 그렇지…?,3_3,6,-,-,-1
Narration,-,-,루가 잠시 동안 혼자만의 생각에 잠긴다.,3_0,6,-,-,-
Ru,-,-,"그래, 고민은 여기까지!",3_0,6,-,-,-
Ru,-,-,"오늘 나랑 놀아주고, 내 고민까지 들어줘서 너무 고마웠어! ",3_2,6,-,-,-
Ru,-,-,나 오늘 너무 재밌었던 거 있지?,3_2,6,-,-,-
Player,-,-,다행이네.,3_0,6,-,-,-
Player,-,-, 그런 고민도 진지하게 하고…,3_0,6,-,-,-
Player,-,-,오늘은 뭔가… 진짜 누나 같네?,3_0,6,-,-,-
Ru,-,-,진짜로 누나거든?,3_1,6,-,-,-
Player,-,-,네~ 네~ 그럼… 오늘부터는 누나라고 불러줄까?,3_0,6,-,-,-
Ru,-,-,...진짜? 꼭 그래야 해!,3_1,6,-,-,-
Player,-,-,"그러니까, 앞으로도 누나같이 행동해. 장난만 치지 말고.",3_0,6,-,-,-
Ru,-,-,당연하지! 이 누나는 그 정도는 쉽거든?,3_2,6,-,-,-
Ru,-,-,루가 행복하게 웃는다.,3_2,6,-,-,-
Ru,-,-, 다음에도 이렇게 둘이서 놀자! 꼭 이야!,3_2,6,-,-,-
Ru,-,-,그럼 다음에 봐~!,3_2,6,-,-,-
