Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,"연습실에 들어오고 나서, 프레이야가 바이올린을 턱에 괸다.",2_3,7,-,-,-
Narration,-,-,"잠시 뒤, 아름다운 선율이 프레이야의 손끝에서 바이올린의 활을 타고 연습실 전체로 울려 퍼진다.  ",2_3,7,-,-,-
Narration,-,-,대단하다…!!,2_3,7,-,-,-
Narration,-,-,잠깐 듣는 것만으로도 천재 바이올리니스트라는 게 느껴져…!,2_3,7,-,-,-
Narration,-,-,프레이야의 연주가 끝난 뒤.,2_0,7,-,-,-
Freyja,-,-,…괜찮았어? ...내 연주.,2_0,7,-,-,-
Player,-,-, 대단하잖아!,2_0,7,-,-,-
Player,-,-,이런 재능을 모든 사람이 선천적으로 부여받는다는 거야?!,2_0,7,-,-,-
Freyja,-,-,...응. 모든 사람은 이렇게... 저마다의 천재성을 가지고 있어.,2_0,7,-,-,-
Freyja,-,-,"음악만이 아니라. 기계공학, 의학, 화학... 심지어 식물을 기르는 재능까지.    ",2_0,7,-,-,-
Freyja,-,-,모두가 한 가지의 천재성을 지니고 태어나.,2_0,7,-,-,-
Player,-,-,그럼... 그 천재성으로 본인의 직업도 결정되는 거야?,2_0,7,-,-,-
Freyja,-,-,...일반적으론.,2_0,7,-,-,-
Player,-,-,아닌 경우도 있어?,2_0,7,-,-,-
Freyja,-,-,천재성이라는 게… 꼭 일반적인 분야가 아닌 경우도 있으니까.,2_0,7,-,-,-
Player,-,-,그렇구나... 너는 그럼 계속 바이올리니스트로 사는 쪽?,2_0,7,-,-,-
Freyja,-,-,나는…,2_0,7,-,-,-
Narration,-,-,프레이야가 갑자기 고민하더니 어물쩍 대답한다.,2_0,7,-,-,-
 Freyja,-,-,…그렇지. 먹고 살기에도 문제없고…,2_0,7,-,-,-
Narration,-,-,프레이야에게 뭔가 고민이 있는 걸까...?,2_0,7,-,-,-
Player,-,-,그럼 혹시 나 같은 전생자는 천재성이… 없어?,2_0,7,-,-,-
Freyja,-,-,없어. 신분증만 봐도 알잖아?,2_0,7,-,-,-
Narration,-,-,아… 그래서 신분증에 천재성란이 비어있었구나…,2_0,7,-,-,-
Freyja,-,-,희귀하기도 하지만… 그 점 때문에 더 특별하지. \n지금까지 발견된 전생자들은 전부 천재성이 없었어.,2_0,7,-,-,-
Player,-,-,혹시 모르니 주변에 있는 악기라도 연주해볼까?,2_0,7,-,-,-
Freyja,-,-,…그러던지. 연습실에 있는 악기는 연습용이라 사용해봐도 돼. ,2_0,7,-,-,-
Freyja,-,-,근데… 너 악기 연주하는 법은 알아...?,2_0,7,-,-,-
Player,-,-,아니? 천재성이 있으면 본능적으로 할 수 있지 않을까?,2_0,7,-,-,-
Freyja,-,-,하…,2_4,7,-,-,-
Player,-,-,그럼… 이것부터 한번 해볼까? ,2_0,7,-,-,-
Narration,-,-,연습실에 있는 악기를 하나하나 연주해본다.,2_0,7,-,-,-
Freyja,-,-,...너 악기엔 영 재능이 없네. 그만 봐도 될 것 같아.,2_0,7,-,-,-
Player,-,-,이것만…! 진짜 이것까지만 해볼게…!,2_0,7,-,-,-
Narration,-,-,바구니 안에 있는 어린이용 리코더를 입에 문다.,2_0,7,-,-,-
Freyja,-,-,그건 어린이용 리코더야…,2_4,7,-,-,-
Narration,-,-,프레이야가 한심하다는 표정으로 바라본다.,2_4,7,-,-,-
Narration,-,-,리코더를 불기 시작한다.,2_0,7,,,-
Narration,-,-,연주를 시작하자 프레이야의 뾰족한 귀가 쫑긋 선다.,2_1,7,-,-,-
Narration,-,-,"잠시 뒤, 내 리코더 연주가 끝났다.",2_0,7,-,-,-
Freyja,-,-,어린이용 리코더지만... 마음을 울리는 감동적인 연주였어.,2_1,7,-,-,-
Freyja,-,-,의의로… 리코더에 재능이 있을지도.,2_1,7,-,-,-
Narration,-,-,음…? 내가 그 정도로 잘했나...?,2_0,7,-,-,-
Player,-,-, 당연하지! 내 리코더에는 소울이 담겨있거든?!,2_0,7,-,-,-
Freyja,-,-,…풉. 공연장 앞에… 버스킹을 할 수 있는 곳이 있어.,2_2,7,-,-,-
Freyja,-,-,거기서 리코더 공연… 해보는 게 어때?,2_0,7,-,-,-
Freyja,-,-,정기적으로 벌 수 있는 건 아니지만… \n그 정도 실력이면... 용돈 정도는 벌 수 있을 거야. ,2_0,7,-,-,-
Freyja,-,-,상점에 가면 연주용 리코더… 팔거든.,2_0,7,-,-,-
Freyja,-,-,그럼... 이제 나는 공연 준비를 해야 해서... 이만 가볼게.,2_0,7,-,-,-
Player,-,-,잘 가! 오늘 고마웠어!,-,7,-,-,-
