Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Ru,-,-,전화번호… 저장해놨으니까!,3_0,1,-,-,-
Ru,-,-,심심할 때마다... 전화할 거야. 꼭! 받아야 해!,3_0,1,-,-,-
Narration,-,-,루의 전화번호를 얻었다…?,3_0,1,-,-,-
Player,-,-,어... 알았어.,3_0,1,-,-,-
Ru,-,-,아…! 이거 돌려줄게! ,3_0,1,-,-,-
Narration,-,-,뺏어갔던 내 신분증과 스마트폰을 돌려줬다.,3_0,1,-,-,-
Ru,-,-,그럼 상점부터~!,3_2,1,-,-,-
Narration,-,-,루 누나…가 내 손을 잡고 끌고 갔다…,3_0,1,-,-,-
Ru,-,-,"자, 여기가 상점이야!",3_2,2,-,-,-
Narration,-,-,"중심가 골목 안쪽, 자그마한 간판이 걸린 상점 앞.",3_0,2,-,-,-
Ru,-,-,사고 싶은 게 있으면 여기서 사면 돼!,3_0,2,-,-,-
Ru,-,-,뭐... 나한테 주고 싶은 게... 있을 수도 있고.,3_1,2,-,-,-
Narration,-,-,루가 슬쩍 날 쳐다본다.,3_1,2,-,-,-
Ru,-,-, 그럼 난 가볼 테니까! 편하게 쇼핑해~,3_2,2,-,-,-
Narration,-,-,루가 떠난다.,-,2,-,-,-
Player,-,-,갔네…,-,2,-,-,-
Narration,-,-,스마트폰을 켜보니 '식당 알바 모집 중'이라는 화면이 보인다.,-,2,-,-,-
Player,-,-,아까 그 상어… 아니 루 누나?가 찾아준 건가…?,-,2,-,-,-
Player,-,-,괜찮은 알바네… 의외로 다정한 사람… 아니 상어인가?,-,2,-,-,-
Player,-,-,신분증에 적혀 있는 주소로 가는 길에 들렀다가 가야겠다.,-,2,-,-,-
