Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Player,-,-,"그러게요, 우리도 얼른 줄부터 서야겠는데요? 어디로 갈까요?",1_0,3,-,-,-
Jin Yein,-,-,바이킹부터 갈까요? 타면서 스릴도 느끼고요!,1_1,3,-,-,-
Narration,-,-,줄을 서 있는 동안에도 나와 예인 씨 사이에는 이런저런 이야기가 오고 간다.,1_1,3,-,-,-
Narration,-,-,"나도, 예인 씨도 대화하면서 웃음이 끊이질 않는다.",1_1,3,-,-,-
Narration,-,-,바이킹을 타고 난 후.,-,4,-,-,-
Player,-,-,바이킹 탈 때 예인 씨 비명 소리가 엄청나게 크던데요~,1_0,3,-,-,-
Jin Yein,-,-,놀리지 마세요~ 저 진짜 무서웠단 말이에요!,1_1,3,-,-,-
Narration,-,-,놀이공원을 돌아다니다 간식을 살 수 있는 가게가 보인다.,1_0,3,-,-,-
Narration,-,-,예인 씨는 솜사탕을 산다.,1_0,3,-,-,-
Jin Yein,-,-,이거 나눠 먹어요. 이런 곳에서는 달달한 게 필요한 거에요!,1_1,3,-,-,-
Narration,-,-,예인 씨가 솜사탕을 내게 건네면서 솜사탕을 조금 뜯어 한 입 먹는다.,1_0,3,-,-,-
Narration,-,-,예인 씨의 입가에 묻은 솜사탕을 닦아준다.,1_0,3,-,-,-
Jin Yein,-,-,고마… 워요…,1_4,3,-,-,-
Player,-,-,다 큰 어른이 이렇게 묻히면서 먹어도 되나~?,1_4,3,-,-,-
Jin Yein,-,-, 놀리지 마요...!,1_4,3,-,-,-
Narration,-,-,돌아다니다 보니 관람차가 눈앞에 보인다.,1_0,3,-,-,-
Jin Yein,-,-,저거… 타보고 싶어요. 괜찮죠?,1_0,3,-,-,-
Player,-,-,좋죠. 높이 올라가면 경치도 좋을 거예요.,1_0,3,-,-,-
Narration,-,-,나와 예인 씨는 함께 관람차에 탑승한다.,-,5,-,-,-
Narration,-,-,"관람차 안, 조용한 공간.",-,5,-,-,-
Narration,-,-,관람차가 가장 높은 위치에 도달한다.,-,5,-,-,-
Jin Yein,-,-,이렇게까지 높게 올라올 줄은 몰랐어요… \n저… 조금 떨리는 것 같아요…,-,5,-,-,-
Narration,s,-,,-,5,-,-,-
Jin Yein,a,마치 제가 예인 씨를 처음 봤던 그 순간처럼요?,푸흣.. 방금 그 말 덕분에 떨림이 멈춘 것 같네요.,-,5,-,-,0
Jin Yein,b,"아까 바이킹도 그렇고, 예인 씨 겁 되게 많은 거 아니에요?",그만 놀려요! 정말…,-,5,-,-,-1
Player,c,예인 씨의 손을 잡는다., 이러면… 덜 떨리지 않을까요?,-,5,-,-,1
Jin Yein,c,-, 조금… 안심되는 것 같아요…,-,5,-,-,-
Narration,-,-,"예인 씨와의 짧은 시간이 지나고, 관람차에서 내려온다.",1_0,3,-,-,-
Jin Yein,-,-,경치가 너무 좋지 않았어요? 놀이공원도 한눈에 보이고!,1_1,3,-,-,-
Narration,-,-,사실 예인 씨만 보느라 밖에는 거의 못 봤는데… 일단 그렇다고 대답하자…,1_0,3,-,-,-
Player,-,-,그… 그렇죠! 너무 예쁜 경치였어요!,1_0,3,-,-,-
Jin Yein,-,-,뭔가 반응이 이상한데… 사실은 무서웠죠? \n그래서 밖에도 못 봤고요.,1_0,3,-,-,-
Player,-,-,아하하… 들켰나요?,1_0,3,-,-,-
Narration,-,-,다행이다… 눈치 못 챘나 보네.,1_0,3,-,-,-
Jin Yein,-,-,오늘 덕분에 너무 즐거운 하루였어요. 다음번에도 같이 와주셔야 해요?,1_0,3,-,-,-
Player,-,-,"네, 약속할게요! 예인 씨가 바람 쐬고 싶을 때나... \n심심할 때 부르면 언제나 오기로.",1_0,3,-,-,-
Jin Yein,-,-,정말이죠? 기억하고 있을 거에요.,1_1,3,-,-,-
Narration,-,-,예인 씨와 함께 놀이공원에서 나온다.,-,4,-,-,-
