Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,그녀는 농담과 진담이 섞여 있는 말을 하며 미묘한 웃음을 지었다.,1_5,7,-,-,-
Narration,-,-,그녀가 옆에 있는 의자를 가리킨다.,1_5,7,-,-,-
Jin Yein,-,-,여기 앉으시면 돼요.,1_5,7,-,-,-
Jin Yein,-,-,어디 보자…,1_5,7,-,-,-
Narration,-,-,의무기록을 확인하던 그녀가 깜짝 놀랐다.,1_9,7,-,-,-
Player,-,-,왜 그러세요? 아까 접수처에서도 반응이 이상했는데…,1_9,7,-,-,-
Jin Yein,-,-,사실 어제 갑자기 나타나셨을 때 혹시나 하긴 했는데… 전생자… 세요?,1_9,7,-,-,-
Player,-,-,어… 네. 그런 거 같아요.,1_9,7,-,-,-
Jin Yein,-,-,진짜 존재했구나… 전생자… 그럼… 정말로 천재성이 없으세요?,1_9,7,-,-,-
Player,-,-,아마도요? 천재는 아니니까...,1_9,7,-,-,-
Jin Yein,-,-,"아, 죄송해요. 제가 너무 흥분했네요.",1_5,7,-,-,-
Jin Yein,-,-,몸 상태는 어떤가요? 두통이나 어지럼증 같은 게 느껴지진 않나요?,1_5,7,-,-,-
Player,-,-,없는 거 같아요. 대신… 가슴이 좀 두근거리는 거 같긴 한데…,1_5,7,-,4,-
Jin Yein,-,-,가슴이 두근거린다고요?,1_5,7,-,-,-
Player,-,-,아… 그건 그냥... 건강 문제는 아닌 것 같고요.,1_5,7,-,-,-
Jin Yein,-,-,네…? 어…,1_9,7,-,-,-
Jin Yein,-,-,그럼… 건강상의 문제는 없는 것 같네요. 심장박동은 일시적인 걸로…,1_5,7,-,-,-
Narration,-,-,진예인이 청진기와 간단한 검사 도구를 꺼낸다.,1_5,7,-,-,-
Jin Yein,-,-,그래도 간단하게 검사 좀 해볼게요.,1_5,7,-,-,-
Narration,-,-,그녀가 청진기를 가슴에 대자 심장이 더 빠르게 뛴다.,1_5,7,-,-,-
Narration,-,-,그렇게 가까이 오면 심장이 더 뛴다고요... 의사 선생님…,1_5,7,-,5,-
Jin Yein,-,-,확실히 심장이 빠르게 뛰네요. 일찍 오시려고 막 뛰어오신 건 아니죠...?,1_5,7,-,-,-
Narration,s,-,,-,7,-,-,-
Jin Yein,a,그게… 예인 씨가 가까이 있으니까... 심장이 더 빠르게 뛰는 것 같아요.,"네?! 그, 그런 말을 갑자기 하시면…",1_9,7,-,-,1
Narration,a,-,진예인이 얼굴을 붉히며 시선을 피한다.,1_9,7,-,-,-
Jin Yein,b,네... 급하게 뛰어와서 \n그런가 봐요.,"아, 역시 그렇죠? 다행이네요. 다음부터는 급하게 오실려고 무리하지 마시고요!",1_5,7,-,-,0
Narration,b,-,그녀가 이해한 듯 미소 짓는다.,1_6,7,-,-,-
Jin Yein,c,혹시 이세계 공기에 알레르기 반응이 있는 거 아닐까요?,정말요?! 그럼 정밀 검사를 해볼까요?!,1_9,7,-,-,-1
Narration,c,-,당신의 반응을 보고 그녀의 표정이 굳는다.,1_7,7,-,-,-
Jin Yein,c,-,장난치지 마세요. 놀랐잖아요.,1_7,7,-,-,-
Narration,-,-, 서로 눈이 마주친다. 묘하게 분위기가 어색하다.,1_9,7,-,-,-
Jin Yein,-,-,그럼 혹시 생활에는 문제가 없으신가요? 돈이라든가…,1_5,7,-,-,-
Player,-,-,"아, 식당 알바를 하게 됐어요.",1_5,7,-,-,-
Jin Yein,-,-,그러세요? 다행이네요. 어떤 식당에서요?,1_5,7,-,-,-
Narration,-,-,내가 알바를 하게 된 식당의 이름을 알려준다.,1_5,7,-,-,-
Jin Yein,-,-,"아, 거기 저도 자주 가요! 식당에서도 뵙겠네요.",1_6,7,-,-,-
Jin Yein,-,-,혹시나 다른 알바도 관심 있으시면 저희 병원도 일손이 부족하거든요.,1_5,7,-,-,-
Player,-,-,병원에서 알바요…?,1_5,7,-,-,-
Jin Yein,-,-,푸흐. 간단한 일이라서 하실 수 있을 거에요. \n제가 소개해 드리면 무조건 하실 수 있을걸요?,1_6,7,-,-,-
Narration,-,-,진예인이 살짝 웃는다.,1_6,7,-,-,-
Jin Yein,-,-,그럼 오늘은 이만 가보셔도 좋아요. \n검사 결과를 보니 건강에 문제도 없으신 거 같고요.,1_5,7,-,-,-
Player,-,-,"네, 감사합니다! 병원 알바도 생각해볼게요.",1_5,7,-,-,-
Jin Yein,-,-,알바 말고 다른 것도 연락해주시면 도와드릴게요!,1_6,7,-,-,-
Player,-,-,감사합니다! 혹시나 예인 씨도 저한테 궁금한 게 있으시면 연락해주세요.,1_5,7,-,-,-
Jin Yein,-,-,"푸흐. 네, 그럴게요.",1_6,7,-,-,-
Narration,-,-,병원 밖으로 나온다.,-,8,-,-,-
Player,-,-,병원 알바라…,-,8,-,-,-
Player,-,-,예인 씨… 정말 마음까지 따뜻한 사람이구나,-,8,-,-,-
Player,-,-,"날 구해주고, 내 생활도 걱정해주고.",-,8,-,-,-
Player,-,-,여기에도 상점이 있겠지?,-,8,-,-,-
Player,-,-,주변 상점에서 예인 씨에게 줄 선물이라도 찾아볼까?,-,8,-,-,-
