Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Player,-,-,하… 하… 어느 편의점인지… 안 알려주면… 어떡해…,3_5,7,-,-,-
Narration,-,-,루가 무의식적으로 다가오려다가 멈춘다.,3_5,7,-,-,-
Ru,-,-,아… 아무튼 왔잖아?,3_9,7,-,-,-
Ru,-,-,어때...? 건물도 깔끔하고 괜찮지?,3_5,7,-,-,-
Ru,-,-,새로 지어진 곳이고... 사장님도 친절하셔! ,3_5,7,-,-,-
Ru,-,-,"매일 와서 일할 필요는 없고,  \n시간 비는 날 와서 물류 정리 같은 것만 해주면 돼!",3_5,7,-,-,-
Player,-,-,정말 그래도 돼?,3_5,7,-,-,-
Ru,-,-,그렇다니깐! 이런 꿀알바는 찾기 힘들다고~?,3_6,7,-,-,-
Narration,-,-,루가 기대하는 얼굴로 쳐다본다.,3_5,7,-,-,-
Player,-,-,음… 좋아! 일해볼게.,3_5,7,-,-,-
Ru,-,-,정말? 야호! 해줄 줄 알았어!,3_7,7,-,-,-
Ru,-,-,너랑 일하게 돼서 너무 기뻐!,3_7,7,-,-,-
Narration,-,-,루가 기뻐서 방방 뛰다가 멈춘다.,3_7,7,-,-,-
Ru,-,-,내… 내 일이 줄어서 기쁘다는 말이야!,3_9,7,-,-,-
Player,-,-,네~ 네~,3_5,7,-,-,-
Narration,-,-,정말 귀여운 상어 누나라니까…,3_5,7,-,-,-
Ru,-,-,앞으로 배워야 할 것들은 내가 다~ 알려줄 테니까~ \n이 누나만 믿고 따라오라고!,3_7,7,-,-,-
Player,-,-,그럼 혹시 오늘부터 아르바이트 시작이야?,3_5,7,-,-,-
Ru,-,-,아니? 오늘은 간단히 우리 매장에 대해 설명해줄게.,3_5,7,-,-,-
Ru,-,-,여기는 들어온 물류들을 정리하는 곳이고…,3_5,7,-,-,-
Narration,-,-,잠시 동안 매장에 대한 설명이 이어진다.,3_5,7,-,-,-
Ru,-,-,자! 그럼 매장 설명은 여기까지~,3_5,7,-,-,-
Ru,-,-,요즘은 어때? 새로운 세계에 적응은 잘하고 있어?,3_5,7,-,-,-
Player,-,-,음… 그럭저럭?,3_5,7,-,-,-
Player,-,-,전에 살던 세계와 조금 다른 면은 있지만…,3_5,7,-,-,-
Ru,-,-,다른 점? 어떤 게 다른데?,3_5,7,-,-,-
Narration,-,-,루가 똘망똘망한 눈으로 쳐다본다.,3_5,7,-,-,-
Player,-,-,어 그게…,3_5,7,-,-,-
Narration,-,-,루에게 전에 살던 세계에 대해 잠시 동안 얘기한다.,3_5,7,-,-,-
Ru,-,-,정말? 신기하다!,3_7,7,-,-,-
Player,-,-,그래…?,3_5,7,-,-,-
Player,-,-,나는 여기가 좀 더 신기한 것 같은데…,3_5,7,-,-,-
Player,-,-,다양한 종족도 있고... 다들 뭔가 하나씩 뛰어난 재능도 있고.,3_5,7,-,-,-
Player,-,-,천재성… 이라고 하던가?,3_5,7,-,-,-
Narration,-,-,"그 순간, 루의 표정이 잠시 굳은 것 같았다.",3_8,7,-,-,-
Player,-,-,혹시... 종족별 특징 같은 것도 있어?,3_5,7,-,-,-
Ru,-,-,...응! 나 같은 상어 수인들은 대부분 물을 좋아해!,3_7,7,-,-,-
Ru,-,-,물고기도 좋아하고~ 수영도 좋아하고!,3_7,7,-,-,-
Ru,-,-,다른 종족들도 저마다의 특징이 있지!,3_7,7,-,-,-
Ru,-,-,기회가 된다면 다른 종족들도 한 번 만나봐!,3_5,7,-,-,-
Ru,-,-,아! 내가 시간을 너무 많이 뺏었나?,3_9,7,-,-,-
Player,-,-,"아냐, 괜찮아.",3_5,7,-,-,-
Ru,-,-,그래? 다행이다!,3_7,7,-,-,-
Player,-,-,근데… 슬슬 가야 할지도…,3_5,7,-,-,-
Ru,-,-,아… 역시 그렇지…?,3_9,7,-,-,-
Ru,-,-,그럼... 다음에 봐!,3_7,7,-,-,-
