Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Freyja,-,-,저 아이도 바이올린 관련 천재성이 있겠지. \n그럼 저 정도는 당연한 거야.,2_0,1,-,-,-
Player,-,-,천재성...?,2_0,1,-,-,-
Freyja,-,-,설명해주고 싶지만... 뒤에 일정이 있어서.,2_0,1,-,-,-
Freyja,-,-,궁금하면 나중에 전화해.,2_0,1,-,-,-
Narration,-,-,엘프가 떠난다.,-,1,-,-,-
Narration,-,-,엘프가 떠난 후 곰곰이 기억을 더듬어 본다.,-,1,-,-,-
Narration,-,-,한 가지 단어가 떠오른다.,-,1,-,-,-
Narration,-,-,이곳은… '이세계' 인 것 같다.,-,1,-,-,-
Narration,-,-,주머니에서 느껴지는 이질감에 주머니 속을 살핀다.,-,1,-,-,-
Narration,-,-,[내 사진이 붙어있는 신분증]  [도어락 비밀번호가 쓰여 있는 종이] [스마트폰],-,1,-,-,-
Player,-,-,이세계 복지인가…?,-,1,-,-,-
Player,-,-,전생자라서 집도 주고…,-,1,-,-,-
Narration,-,-,스마트폰을 켜본다. '식당 알바 모집 중' 이라는 화면이 보인다.,-,1,-,-,-
Player,-,-,…알바 소개까지?,-,1,-,-,-
Player,-,-,식당 아르바이트는 처음인데… 잘할 수 있겠지?,-,1,-,-,-
Player,-,-,가는 길에 알바 할 수 있는지 물어봐야겠다.,-,1,-,-,-
Player,-,-,"아, 여기도 선물 가게 같은 게 있겠지?",-,1,-,-,-
Player,-,-, 그 엘프가 내 목숨을 구해준 것 같으니까… 선물이라도 사주자.,-,1,-,-,-
Player,-,-, …돈 벌면.,-,1,-,-,-
