Character ,Switch,Switch Text,Script,SCG,Background,BGM,Sound Effect,Relationship
Narration,-,-,"돌아다니던 중, 두 사람의 눈앞에 귀신의 집이 보인다.",2_0,3,-,-,-
Narration,-,-,"귀신의 집을 분명히 본 거 같은데, 프레이야가 애써 못 본 척 지나간다.",2_4,3,-,-,-
Player,-,-, 여기 귀신의 집이다.,2_0,3,-,-,-
Freyja,-,-,…...!,2_4,3,-,-,-
Player,-,-,응...? 왜 그래?,2_0,3,-,-,-
Player,-,-,설마… 귀신의 집 무서워해?,2_0,3,-,-,-
Freyja,-,-,저… 전혀 안 무서워.,2_4,3,-,-,-
Freyja,-,-,귀신들도... 어차피 다… 분장… 이겠지…,2_4,3,-,-,-
Player,-,-, 그럼 들어가 볼까?,2_0,3,-,-,-
Freyja,-,-,응…,2_0,3,-,-,-
Narration,-,-,귀신의 집에 들어간다.,2_4,4,-,-,-
Narration,-,-,귀신의 집에 들어가자 어두운 공간 속에서 스산한 바람 소리가 맴돈다.,2_4,4,-,-,-
Narration,-,-,걸으면서도 프레이야는 눈을 반쯤 감은 채로 내 팔을 잡고 떨어질 생각을 하지 않는다.,2_4,4,-,-,-
Narration,-,-,쾅!!,2_4,4,-,효과음 쾅,-
Narration,-,-,큰 소리와 함께 귀신이 프레이야의 앞에 나타난다.,2_4,4,-,-,-
Freyja,-,-,꺄아아악!!!,-,5,-,-,-
Narration,-,-,프레이야가 깜짝 놀라며 주저앉는다.,-,5,-,-,-
Player,-,-,괘… 괜찮아?,-,5,-,-,-
Freyja,-,-,지… 진짜 귀신이다!!!!,-,5,-,-,-
Player,-,-,손… 잡아줄까…?,-,5,-,-,-
Narration,-,-,프레이야가 덜덜 떨면서 내 손을 잡고 일어난다.,2_4,4,-,-,-
Narration,-,-,그리고는 무의식적으로 나에게 안긴다.,2_4,4,-,-,-
Narration,-,-,겁 하나도 없는척하더니... 엄청나게 무서워하잖아…?,2_4,4,-,-,-
Narration,-,-,그나저나 이렇게 가까이서 본 적은 없었는데…,2_4,4,-,-,-
Narration,-,-,너무 예뻐서 내가 기절할 것 같다.,2_4,4,-,-,-
Player,-,-,"...우선, 길을 따라서 나가자.",2_4,4,-,-,-
Player,-,-,안겨... 있어도 돼.,2_4,4,-,-,-
Freyja,-,-,응…,2_4,4,-,-,-
Narration,-,-,길을 따라서 출구로 나간다.,-,3,-,-,-
Player,.,-,휴… \n여기... 귀신의 집이 상당히 무섭네…,2_0,3,-,-,-
Player,-,-,다들 진짜 귀신같아…,2_0,3,-,-,-
Player,-,-,"아, 괜찮아?",2_0,3,-,-,-
Freyja,-,-, 응... 너 덕분에 끝까지 나올 수 있었어…,2_0,3,-,-,-
Freyja,-,-,무섭다고 한 것 치고는… 하나도 안 무서워하던데…,2_0,3,-,-,-
Narration,s,-,,2_0,3,-,-,-
Freyja,a,이 몸은 전생자니깐! \n귀신쯤은 아무렇지도 않지!,…풉.,2_1,3,-,-,0
Freyja,b,안전 불감증인가?,…안전 불감증?,2_0,3,-,-,-1
Freyja,c,"소중한 사람을 지키기 위해서라면, 하나도 무섭지 않아.",소중한… 사람…,2_1,3,-,-,1
Freyja,c,-,그럼… 앞으로도 지켜줘. 꼭.,2_1,3,-,-,-
Player,-,-,이제… 기념품을 사러 갈까?,2_0,3,-,-,-
Freyja,-,-,…응. 그러자.,2_1,3,-,-,-
Narration,-,-,기념품 가게에서 구경을 마치고 나온다.,2_0,3,-,-,-
Player,-,-,예쁜 기념품들이 꽤 많네.,2_0,3,-,-,-
Freyja,-,-,…자. 이건 오늘 나랑 재밌게 놀아준 널 위한… 선물.,2_1,3,-,-,-
Narration,-,-,프레이야가 놀이공원 미니어처 기념품을 건넨다.,2_1,3,-,-,-
Freyja,-,-, 이걸 볼 때마다... 오늘을 떠올려줘.,2_1,3,-,-,-
Player,-,-, 약속할게. 오늘은 잊고 싶어도 못 잊을 거야.,2_1,3,-,-,-
Narration,-,-,프레이야와 함께 놀이공원에서 나간다.,-,3,-,-,-
